id_customer,customer_name,segment
DB-12970,Darren Budd,Corporate
MF-17665,Maureen Fritzler,Corporate
RM-19750,Roland Murray,Consumer
VM-21835,Vivian Mathis,Consumer
EJ-13720,Ed Jacobs,Consumer
NC-18415,Nathan Cano,Consumer
LS-17230,Lycoris Saunders,Consumer
KE-16420,Katrina Edelman,Corporate
DH-13675,Duane Huffman,Home Office
PF-19120,Peter Fuller,Consumer
VT-21700,Valerie Takahito,Home Office
MG-17695,Maureen Gnade,Consumer
SP-20920,Susan Pistek,Consumer
CS-12175,Charles Sheldon,Corporate
DK-12895,Dana Kaydos,Consumer
KM-16660,Khloe Miller,Consumer
AA-10645,Anna Andreadi,Consumer
DD-13570,Dorothy Dickinson,Consumer
AH-10465,Amy Hunt,Consumer
TP-21565,Tracy Poddar,Corporate
EK-13795,Eileen Kiefer,Home Office
CR-12820,Cyra Reiten,Home Office
SG-20890,Susan Gilcrest,Corporate
AH-10585,Angele Hood,Consumer
NF-18475,Neil Französisch,Home Office
BS-11365,Bill Shonely,Corporate
SH-20635,Stefanie Holloman,Corporate
RD-19720,Roger Demir,Consumer
AG-10330,Alex Grayson,Consumer
GR-14560,Georgia Rosenberg,Corporate
VS-21820,Vivek Sundaresam,Consumer
TM-21490,Tony Molinari,Consumer
TS-21430,Tom Stivers,Corporate
DB-13360,Dennis Bolton,Home Office
NR-18550,Nick Radford,Consumer
CS-11860,Cari Schnelling,Consumer
MF-18250,Monica Federle,Corporate
LW-17125,Liz Willingham,Consumer
AR-10345,Alex Russell,Corporate
KS-16300,Karen Seio,Corporate
AB-10015,Aaron Bergman,Consumer
LR-17035,Lisa Ryan,Corporate
SS-20410,Shahid Shariari,Consumer
JM-15580,Jill Matthias,Consumer
JK-15325,Jason Klamczynski,Corporate
DM-13525,Don Miller,Corporate
ML-18265,Muhammed Lee,Consumer
MH-17290,Marc Harrigan,Home Office
FC-14245,Frank Carlisle,Home Office
TH-21115,Thea Hudgings,Corporate
JK-16090,Juliana Krohn,Consumer
SB-20185,Sarah Brown,Consumer
BG-11035,Barry Gonzalez,Consumer
BW-11065,Barry Weirich,Consumer
MG-18205,Mitch Gastineau,Corporate
DO-13645,Doug O'Connell,Consumer
BP-11050,Barry Pond,Corporate
TS-21655,Trudy Schmidt,Consumer
EM-14200,Evan Minnotte,Home Office
AO-10810,Anthony O'Donnell,Corporate
MH-17440,Mark Haberlin,Corporate
SS-20515,Shirley Schmidt,Home Office
LD-16855,Lela Donovan,Corporate
VP-21760,Victoria Pisteka,Corporate
TC-21145,Theresa Coyne,Corporate
IM-15055,Ionia McGrath,Consumer
AR-10570,Anemone Ratner,Consumer
CM-12715,Craig Molinari,Corporate
FW-14395,Fred Wasserman,Corporate
LC-16960,Lindsay Castell,Home Office
HE-14800,Harold Engle,Corporate
BD-11560,Brendan Dodson,Home Office
HD-14785,Harold Dahlen,Home Office
CJ-11875,Carl Jackson,Corporate
RS-19870,Roy Skaria,Home Office
SC-20845,Sung Chung,Consumer
RE-19405,Ricardo Emerson,Consumer
SM-20905,Susan MacKendrick,Consumer
